"","Ac_No","Age","Years.of.Experience","Number.of.Vehicles","Gender","Married","Losses.in.Thousands"
"8265",127089,66,48,3,"F","Married",287.4060986
"8269",127185,68,47,3,"M","Married",330.2103463
"8271",115671,27,10,3,"F","Married",295.489609
"8272",163510,33,16,3,"M","Single",391.3119538
"8276",191504,39,18,3,"F","Married",145.1942492
"8278",120320,57,37,3,"M","Married",379.8931437
"8279",140673,69,51,3,"M","Single",42.80605723
"8283",121991,20,1,3,"M","Married",323.9178715
"8285",188954,23,4,3,"F","Single",295.918131
"8286",119795,20,2,3,"M","Single",1027.202169
"8290",120064,65,48,3,"M","Married",252.0520392
"8292",158970,67,50,3,"F","Married",119.8880277
"8293",149342,37,17,3,"M","Single",770.947188
"8297",164569,37,18,3,"F","Single",162.4271008
"8299",170854,47,28,3,"F","Married",335.2523398
"8300",154310,16,0,3,"M","Single",611.1097232
"8304",107070,61,40,3,"F","Single",111.6639866
"8306",103993,45,26,3,"M","Single",421.8538011
"8307",187121,16,0,3,"F","Married",370.8454307
"8311",122484,25,8,3,"F","Single",561.1434278
"8313",194747,42,22,3,"F","Single",506.4480532
"8314",176191,56,38,3,"M","Married",529.4150257
"8318",166710,51,30,3,"M","Single",433.7248915
"8320",164136,35,17,3,"M","Married",324.578445
"8321",134244,31,12,3,"F","Single",377.4174984
"8325",101867,29,12,3,"F","Single",440.450693
"8327",146345,55,38,3,"M","Married",235.6211136
"8328",166365,20,2,3,"M","Married",539.7603865
"8332",160244,16,0,3,"F","Married",359.1024007
"8334",197045,19,1,3,"F","Married",203.0366103
"8335",120176,23,4,3,"F","Married",260.7172564
"8339",163370,66,47,3,"M","Married",77.83166638
"8341",177272,56,37,3,"M","Married",141.8416532
"8342",180084,41,20,3,"F","Married",356.2079068
"8346",112639,16,0,3,"M","Single",1048.423276
"8348",115431,17,0,3,"M","Single",910.6919164
"8349",148089,18,1,3,"F","Married",402.0429849
"8353",142363,61,43,3,"F","Married",132.2840456
"8355",114704,27,6,3,"F","Single",427.4058448
"8356",178671,69,48,3,"M","Married",61.37332962
"8360",117139,67,47,3,"F","Married",87.39936221
"8362",140592,21,4,3,"M","Married",162.0895478
"8363",118231,68,48,3,"M","Married",184.9239301
"8367",130414,23,4,3,"F","Single",588.7309849
"8369",178567,57,40,3,"M","Married",471.3671809
"8370",199733,28,7,3,"F","Married",308.6392806
"8374",115225,60,41,3,"M","Single",173.8695025
"8376",119004,19,2,3,"F","Married",395.4681364
"8377",193630,39,21,3,"F","Single",450.7779733
"8381",121330,21,4,3,"M","Single",421.0218123
"8383",126352,56,38,3,"F","Single",370.9666912
"8384",167186,16,0,3,"M","Single",460.9485643
"8388",144467,30,12,3,"M","Single",517.1248229
"8390",186431,25,8,3,"F","Married",196.8324535
"8391",185379,27,6,3,"F","Single",345.3647249
"8395",101465,25,7,3,"M","Single",510.5356987
"8397",185332,60,40,3,"F","Single",124.6380942
"8398",120661,36,16,3,"F","Married",369.8083673
"8402",144191,22,5,3,"M","Single",536.8686847
"8404",189905,39,20,3,"F","Single",592.1448618
"8405",169764,60,41,3,"M","Single",135.4107831
"8409",144036,63,45,3,"M","Married",63.73827093
"8411",194966,50,30,3,"M","Single",168.7528974
"8412",169513,60,39,3,"F","Single",206.2727154
"8416",184374,43,23,3,"F","Married",314.6065556
"8418",162258,64,47,3,"M","Single",134.4716114
"8419",126066,19,0,3,"M","Single",972.4744963
"8423",113768,62,44,3,"M","Married",337.990563
"8425",102548,16,0,3,"F","Single",491.1764037
"8426",178047,60,39,3,"M","Single",195.5953374
"8430",114187,40,23,3,"F","Married",344.8632529
"8432",120966,26,6,3,"M","Married",654.5872932
"8433",143428,65,46,3,"F","Married",268.4666895
"8437",114668,69,52,3,"M","Married",235.5001354
"8439",145086,23,6,3,"F","Single",686.2576642
"8440",135206,63,44,3,"F","Single",131.3811093
"8444",104324,48,27,3,"M","Married",422.7622226
"8446",109730,46,28,3,"M","Single",488.755678
"8447",125320,38,19,3,"M","Single",397.9303009
"8451",185788,16,0,3,"M","Single",772.7090627
"8453",126888,63,43,3,"M","Married",259.2207378
"8454",129345,67,48,3,"M","Married",185.2837875
"8458",171217,67,47,3,"M","Married",86.3034625
"8460",174126,29,9,3,"F","Single",425.0698045
"8461",186589,69,48,3,"M","Married",33.46665127
"8465",101265,50,33,3,"M","Single",474.5715389
"8467",113022,64,47,3,"M","Single",150.8323571
"8468",143383,44,25,3,"F","Married",329.4730403
"8472",160928,19,1,3,"F","Married",121.7661902
"8474",164194,43,25,3,"M","Single",426.7671338
"8475",109661,46,27,3,"M","Married",156.0179153
"8479",128448,45,28,3,"M","Married",421.442929
"8481",155044,20,1,3,"F","Single",494.6590334
"8482",183489,39,20,3,"M","Married",554.14553
"8486",160156,37,16,3,"M","Married",392.7113111
"8488",125133,43,23,3,"F","Single",360.5060028
"8489",115723,67,50,3,"M","Single",42.57792575
"8493",162370,37,17,3,"F","Married",333.1410952
"8495",103308,68,50,3,"F","Married",31.03608979
"8496",193973,60,43,3,"F","Married",26.29789532
"8500",155600,16,0,3,"F","Single",726.9696083
"8502",138104,60,39,3,"M","Married",207.6820103
"8503",107387,37,17,3,"F","Married",328.3563071
"8507",111842,17,0,3,"M","Married",325.9654039
"8509",196341,26,6,3,"M","Married",617.847154
"8510",139159,67,46,3,"M","Married",105.2584553
"8514",104541,67,49,3,"F","Married",135.3421608
"8516",180452,35,15,3,"M","Married",358.4898649
"8517",129000,43,25,3,"M","Married",407.6469385
"8521",173617,18,0,3,"M","Married",727.3539675
"8523",116936,24,6,3,"F","Single",164.5682304
"8524",119594,67,48,3,"M","Single",412.6374818
"8528",192260,20,1,3,"F","Single",644.2999437
"8530",172317,40,23,3,"M","Married",318.7812044
"8531",141586,66,46,3,"F","Married",149.0157461
"8535",128446,23,4,3,"F","Single",525.2903006
"8537",174988,22,4,3,"F","Married",377.0783636
"8538",105871,41,24,3,"F","Single",241.1847367
"8542",186300,65,47,3,"F","Single",71.59925919
"8544",158147,69,48,3,"M","Married",69.48465591
"8545",133226,17,0,3,"M","Married",202.1994123
"8549",136575,61,41,3,"F","Married",178.1435445
"8551",180770,25,8,3,"M","Married",152.287053
"8552",135659,43,26,3,"M","Single",453.6746323
"8556",102188,31,10,3,"F","Single",418.6217458
"8558",106051,34,14,3,"F","Married",325.3502316
"8559",102064,68,48,3,"F","Single",342.5345692
"8563",174985,69,48,3,"M","Single",158.6079375
"8565",162308,61,41,3,"M","Married",459.0270451
"8566",158623,23,6,3,"F","Single",526.9840446
"8570",151577,70,53,3,"F","Single",235.0819294
"8572",129428,36,15,3,"F","Married",345.3383377
"8573",156978,66,47,3,"M","Married",315.7652576
"8577",135275,17,0,3,"F","Married",380.029545
"8579",155088,22,5,3,"F","Married",296.5688334
"8580",172894,65,46,3,"F","Married",247.0818669
"8584",132734,42,25,3,"M","Single",166.9423064
"8586",131442,64,45,3,"F","Single",482.3919225
"8587",108351,59,38,3,"F","Single",407.63027
"8591",181395,38,20,3,"F","Single",355.9446692
"8593",123563,49,31,3,"F","Married",309.5785738
"8594",197492,55,34,3,"F","Married",324.5377282
"8598",131251,48,29,3,"F","Single",495.4474053
"8600",157165,19,0,3,"M","Single",837.7497832
"8601",130129,51,34,3,"F","Single",343.8319521
"8605",141113,55,35,3,"F","Single",248.7568834
"8607",128479,46,25,3,"M","Single",185.0649027
"8608",126954,42,25,3,"M","Single",406.4183598
"8612",102379,61,40,3,"F","Married",259.3614327
"8614",165395,21,2,3,"F","Married",113.9149167
"8615",144031,25,8,3,"F","Married",295.5071185
"8619",198734,21,2,3,"F","Single",526.4212626
"8621",125378,18,0,3,"F","Single",247.3580636
"8622",173734,16,0,3,"M","Single",549.6470562
"8626",192598,50,32,3,"F","Single",262.2647694
"8628",131883,68,51,3,"M","Single",198.9315602
"8629",125273,61,43,3,"M","Single",472.7858557
"8633",143877,37,18,3,"F","Single",625.0330082
"8635",179961,56,35,3,"F","Married",316.5688739
"8636",100804,19,0,3,"M","Single",658.4688237
"8640",184428,43,24,3,"M","Married",414.133462
"8642",177941,65,44,3,"M","Married",17.59097452
"8643",189640,62,44,3,"F","Married",494.0244144
"8647",179235,23,6,3,"M","Single",470.6802469
"8649",173900,68,51,3,"F","Single",417.8022104
"8650",194758,18,0,3,"M","Married",1156.541639
"8654",190968,16,0,3,"M","Single",1044.619269
"8656",175548,51,30,3,"M","Married",367.9464285
"8657",172044,65,46,3,"F","Married",260.8163845
"8661",120580,41,20,3,"F","Married",336.5769978
"8663",163114,63,42,3,"M","Married",177.7387364
"8664",138549,38,17,3,"M","Single",342.7787276
"8668",146076,41,23,3,"M","Married",355.8288778
"8670",111615,32,11,3,"M","Single",437.5326073
"8671",122612,17,0,3,"M","Single",619.9914755
"8675",152587,36,17,3,"M","Married",533.1888339
"8677",130536,43,23,3,"F","Married",358.0178007
"8678",173041,19,2,3,"F","Married",137.17354
"8682",138615,48,27,3,"M","Single",807.3712285
"8684",136928,20,3,3,"F","Married",461.6107734
"8685",186031,16,0,3,"M","Married",1501.75855
"8689",130514,38,21,3,"F","Married",213.2050793
"8691",145034,60,43,3,"M","Married",25.42452485
"8692",164701,55,37,3,"F","Single",376.6515652
"8696",155349,24,7,3,"F","Married",475.6342245
"8698",109252,22,4,3,"F","Single",281.2414019
"8699",155225,37,19,3,"F","Single",353.5884154
"8703",143584,43,25,3,"F","Single",309.590637
"8705",175107,54,37,3,"M","Single",539.986628
"8706",177609,61,43,3,"M","Single",249.735638
"8710",148144,38,21,3,"M","Single",498.819096
"8712",191447,65,47,3,"M","Single",431.8637009
"8713",199907,20,1,3,"M","Single",1090.679449
"8717",109986,28,9,3,"F","Married",302.8204314
"8719",198229,27,8,3,"F","Married",324.6483153
"8720",189720,16,0,3,"M","Married",481.8037116
"8724",180742,52,33,3,"F","Married",313.9598192
"8726",129569,67,47,3,"M","Married",214.8925247
"8727",126793,21,4,3,"F","Single",261.7968569
"8731",111573,24,6,3,"M","Single",358.1857548
"8733",111475,30,11,3,"F","Married",281.9505713
"8734",112311,37,20,3,"M","Single",747.8615942
"8738",137692,17,0,3,"F","Single",584.5555815
"8740",124160,64,47,3,"M","Single",150.7902049
"8741",167394,70,50,3,"F","Married",101.285223
"8745",168634,16,0,3,"F","Single",301.2494851
"8747",152388,25,6,3,"M","Single",902.8980685
"8748",197393,34,13,3,"M","Single",896.7493232
"8752",151694,21,4,3,"F","Single",346.6996714
"8754",128107,68,51,3,"M","Single",244.1757467
"8755",146052,68,49,3,"F","Single",162.6360826
"8759",161182,44,27,3,"M","Married",387.7739202
"8761",166926,58,40,3,"M","Married",416.7597944
"8762",160033,63,45,3,"M","Married",31.09246645
"8766",174849,51,33,3,"M","Single",476.4370649
"8768",167588,40,22,3,"M","Married",298.8156209
"8769",139249,29,8,3,"F","Married",298.9395304
"8773",121331,43,23,3,"F","Married",425.1740805
"8775",110031,20,2,3,"F","Single",350.7393091
"8776",143245,45,27,3,"F","Married",348.0958406
"8780",116042,18,0,3,"M","Single",497.6852173
"8782",107834,54,33,3,"F","Married",257.8225661
"8783",120913,19,0,3,"M","Married",788.1587277
"8787",151017,35,14,3,"M","Married",593.5300039
"8789",169888,67,47,3,"F","Single",277.4594881
"8790",101763,22,3,3,"M","Single",769.200494
"8794",171536,52,35,3,"F","Married",314.2055786
"8796",196210,17,0,3,"F","Married",347.1903494
"8797",179974,63,42,3,"M","Single",66.89798915
"8801",116098,20,2,3,"F","Single",861.4828046
"8803",119413,36,15,3,"M","Single",522.8168614
"8804",192669,20,1,3,"F","Married",321.0200474
"8808",134701,52,34,3,"M","Married",429.9422569
"8810",197874,39,18,3,"F","Married",121.1913592
"8811",163778,60,41,3,"F","Married",19.90344326
"8815",178382,47,28,3,"M","Single",223.2012912
"8817",114275,40,19,3,"F","Married",338.3952343
"8818",158850,63,42,3,"M","Married",288.539194
"8822",125718,16,0,3,"M","Married",321.7955306
"8824",120016,16,0,3,"M","Single",1154.366373
"8825",174791,49,30,3,"F","Single",429.6544251
"8829",192891,64,45,3,"M","Single",396.0848547
"8831",176110,66,47,3,"M","Single",599.339974
"8832",162415,24,5,3,"M","Married",150.1191536
"8836",124043,65,44,3,"M","Married",112.1420079
"8838",169626,28,9,3,"F","Married",326.8085285
"8839",123920,28,8,3,"M","Single",299.2028514
"8843",101991,30,13,3,"F","Single",390.9071442
"8845",118427,62,44,3,"F","Single",279.7571562
"8846",153057,24,6,3,"M","Single",591.5682794
"8850",164931,50,31,3,"M","Married",587.8995553
"8852",186586,19,0,3,"M","Single",809.1885008
"8853",149006,70,49,3,"F","Married",353.9014798
"8857",159386,39,22,3,"M","Married",376.7639777
"8859",190312,60,42,3,"F","Married",239.5380711
"8860",167556,49,29,3,"F","Married",252.4183494
"8864",108849,20,1,3,"F","Married",319.4140616
"8866",133472,69,49,3,"M","Married",333.1220539
"8867",113698,21,3,3,"M","Single",742.0448449
"8871",126573,24,7,3,"M","Single",460.9530036
"8873",111236,32,15,3,"F","Married",473.7378405
"8874",167778,58,40,3,"M","Single",581.3015799
"8878",105762,68,51,3,"F","Single",659.7527272
"8880",142856,28,8,3,"F","Married",453.2883566
"8881",150675,61,40,3,"M","Married",148.7518968
"8885",110726,31,12,3,"M","Married",383.8345056
"8887",169184,69,49,3,"F","Single",392.4644353
"8888",150918,65,47,3,"M","Single",424.4213686
"8892",129202,67,50,3,"F","Married",203.6277956
"8894",176728,22,4,3,"F","Single",198.2290041
"8895",167570,23,5,3,"M","Single",1157.352758
"8899",178041,45,25,3,"M","Single",519.1243411
"8901",143246,16,0,3,"M","Married",290.2619311
"8902",148563,26,7,3,"M","Married",406.5399135
"8906",117533,25,7,3,"F","Married",323.3091998
"8908",109062,40,20,3,"F","Married",349.1010083
"8909",111139,24,7,3,"M","Married",414.5094075
"8913",139524,20,2,3,"F","Single",614.7809363
"8915",153906,32,12,3,"F","Single",517.531517
"8916",117910,50,30,3,"M","Married",440.1817513
"8920",104434,63,44,3,"M","Single",251.2715857
"8922",158947,64,46,3,"F","Married",257.3383251
"8923",155859,20,1,3,"F","Single",319.3306004
"8927",159270,53,36,3,"M","Single",410.6653661
"8929",155153,28,8,3,"F","Married",174.7393553
"8930",115873,66,46,3,"F","Single",442.3541467
"8934",111285,38,21,3,"M","Married",254.7635616
"8936",189604,39,21,3,"F","Married",363.8399712
"8937",148788,34,16,3,"M","Married",384.903832
"8941",172726,25,7,3,"M","Single",442.6206801
"8943",173859,19,1,3,"F","Single",689.6378418
"8944",118652,59,40,3,"M","Married",380.9262192
"8948",182356,52,31,3,"F","Married",459.9969586
"8950",118280,25,6,3,"M","Married",382.1901316
"8951",140999,67,47,3,"F","Married",116.9269408
"8955",154580,57,40,3,"M","Married",394.7196274
"8957",162960,69,49,3,"M","Single",426.5091944
"8958",134512,56,38,3,"M","Single",288.8223917
"8962",176246,39,18,3,"M","Single",501.2964869
"8964",153123,45,25,3,"M","Married",361.1530109
"8965",179038,30,10,3,"M","Married",285.2478079
"8969",182302,25,8,3,"F","Married",150.6143353
"8971",133731,61,41,3,"F","Single",258.794741
"8972",131051,33,16,3,"F","Married",298.7625083
"8976",192463,65,46,3,"F","Single",131.5417155
"8978",182720,41,24,3,"F","Married",335.6455523
"8979",158813,43,25,3,"F","Single",618.2242062
"8983",125006,68,50,3,"M","Married",63.75359974
"8985",179564,26,6,3,"M","Married",201.0865597
"8986",101840,37,17,3,"M","Married",330.36069
"8990",131602,36,19,3,"F","Married",368.9880854
"8992",175563,67,50,3,"M","Single",109.2622168
"8993",137463,29,12,3,"M","Married",210.3156052
"8997",195430,23,5,3,"M","Single",1049.170554
"8999",193355,42,23,3,"F","Single",407.9470347
"9000",114544,56,35,3,"M","Married",343.942022
"9004",190115,35,15,3,"F","Single",454.455568
"9006",190271,17,0,3,"M","Single",1350.971873
"9007",154525,18,0,3,"M","Single",531.0883406
"9011",193914,26,9,3,"M","Married",340.0277129
"9013",129838,39,19,3,"F","Single",838.8723606
"9014",116629,18,0,3,"F","Single",676.9304876
"9018",117119,18,1,3,"F","Married",362.2145736
"9020",140440,55,35,3,"F","Single",476.8177299
"9021",126069,49,31,3,"F","Single",745.2307544
"9025",143557,21,4,3,"F","Single",207.5386901
"9027",198150,27,9,3,"F","Single",268.8387187
"9028",148492,16,0,3,"M","Married",161.229285
"9032",113558,62,41,3,"F","Single",61.17420029
"9034",141320,28,11,3,"F","Single",414.0625038
"9035",100560,66,49,3,"F","Married",302.877603
"9039",199850,40,19,3,"F","Married",342.635767
"9041",107436,45,26,3,"M","Single",375.3770344
"9042",113888,60,43,3,"F","Married",122.5669928
"9046",129830,60,42,3,"F","Married",119.9810556
"9048",120390,29,8,3,"M","Single",477.317545
"9049",113437,68,48,3,"M","Single",480.6950282
"9053",108573,39,22,3,"M","Married",295.9723067
"9055",147844,53,35,3,"M","Married",401.3823926
"9056",116926,65,44,3,"F","Single",323.6883989
"9060",180222,38,21,3,"F","Married",582.7183001
"9062",108343,24,6,3,"M","Single",814.6169377
"9063",134967,31,12,3,"F","Single",639.7120078
"9067",141582,62,41,3,"M","Single",153.5149829
"9069",192620,59,41,3,"F","Married",325.749984
"9070",118785,20,3,3,"M","Married",467.9868215
"9074",130984,25,8,3,"F","Married",428.7713277
"9076",139113,67,50,3,"M","Married",86.18806373
"9077",179625,69,51,3,"M","Married",219.0498408
"9081",185088,65,48,3,"M","Married",643.1651214
"9083",174879,25,7,3,"M","Single",699.7989747
"9084",131638,16,0,3,"M","Single",378.9476811
"9088",153650,18,0,3,"M","Single",1022.130812
"9090",119483,24,6,3,"F","Single",482.918177
"9091",186826,21,3,3,"M","Married",232.4790034
"9095",132587,37,17,3,"F","Single",379.273186
"9097",131869,18,0,3,"F","Single",513.7467041
"9098",152631,68,47,3,"F","Single",86.65837786
"9102",179788,39,18,3,"M","Single",655.9321551
"9104",171375,19,0,3,"M","Married",354.9298111
"9105",105678,70,49,3,"F","Married",46.85303594
"9109",129823,60,41,3,"M","Married",207.9826322
"9111",190123,21,2,3,"M","Single",693.0582757
"9112",132757,24,7,3,"M","Single",1029.882891
"9116",186340,63,42,3,"M","Single",156.799638
"9118",120571,61,44,3,"M","Single",126.798749
"9119",113688,49,31,3,"F","Married",360.8784326
"9123",105150,61,42,3,"F","Married",169.295741
"9125",111542,34,15,3,"M","Single",496.9869339
"9126",113556,62,45,3,"F","Single",603.1041914
"9130",157075,48,28,3,"M","Single",461.818948
"9132",173422,21,3,3,"M","Single",771.488762
"9133",163761,54,34,3,"F","Married",498.1254997
"9137",101075,64,45,3,"F","Married",263.8373293
"9139",142167,25,8,3,"M","Single",805.7545692
"9140",150876,52,32,3,"F","Married",361.8206825
"9144",160140,48,29,3,"M","Married",367.1165347
"9146",155547,31,14,3,"F","Married",524.2253273
"9147",151488,61,44,3,"M","Single",511.3069738
"9151",149001,64,46,3,"F","Married",108.8598924
"9153",193045,63,44,3,"F","Single",311.837761
"9154",143608,66,49,3,"F","Single",122.2920575
"9158",190750,66,47,3,"F","Single",127.2663704
"9160",185269,67,50,3,"M","Single",15.87568511
"9161",191530,57,38,3,"F","Single",440.0203128
"9165",145084,47,29,3,"M","Single",314.8957605
"9167",134142,18,1,3,"M","Single",354.615834
"9168",148077,20,1,3,"F","Single",676.0452565
"9172",144068,18,0,3,"F","Married",197.8385671
"9174",137954,58,38,3,"F","Married",314.9882766
"9175",139207,64,45,3,"M","Single",208.090373
"9179",142113,62,42,3,"F","Single",425.8344765
"9181",156581,64,44,3,"F","Married",202.1669107
"9182",156002,46,28,3,"F","Married",187.5576346
"9186",128154,24,6,3,"M","Single",831.9525677
"9188",179266,69,51,3,"M","Married",185.944511
"9189",170309,16,0,3,"M","Single",340.6809661
"9193",113429,49,28,3,"M","Married",370.6164099
"9195",117551,58,37,3,"M","Married",138.6467824
"9196",124835,67,50,3,"M","Married",279.1536358
"9200",148528,69,49,3,"M","Single",316.6816588
"9202",157166,17,0,3,"M","Married",506.4295787
"9203",122151,22,5,3,"F","Single",575.2028406
"9207",114414,57,36,3,"M","Married",350.4226226
"9209",145307,66,47,3,"M","Married",621.7868996
"9210",112262,23,5,3,"M","Single",898.0880446
"9214",158865,21,3,3,"F","Single",410.5488979
"9216",157186,34,13,3,"M","Married",314.7800995
"9217",188645,44,26,3,"F","Single",441.9692376
"9221",172376,18,0,3,"M","Married",356.6074334
"9223",107194,19,1,3,"M","Single",746.8935141
"9224",157932,58,39,3,"M","Married",612.1191026
"9228",110198,20,3,3,"F","Single",688.7438228
"9230",134669,42,22,3,"M","Single",220.1787534
"9231",110970,60,40,3,"F","Single",147.9479363
"9235",135578,50,29,3,"F","Single",460.5038004
"9237",111939,46,25,3,"M","Single",408.0652122
"9238",174786,60,40,3,"M","Married",134.9997371
"9242",165329,16,0,3,"F","Single",550.4194392
"9244",181519,21,2,3,"F","Married",310.9789476
"9245",133893,64,45,3,"F","Single",220.0928308
"9249",169564,68,50,3,"M","Single",216.2477443
"9251",152041,20,3,3,"F","Single",147.2161158
"9252",168584,29,10,3,"F","Married",304.5682218
"9256",131296,37,16,3,"F","Married",486.7029206
"9258",107598,18,1,3,"F","Single",469.0238476
"9259",152969,59,38,3,"M","Married",334.1823816
"9263",151268,66,47,3,"M","Single",264.9169424
"9265",182141,29,10,3,"F","Married",214.1620153
"9266",114520,69,52,3,"F","Married",128.1344342
"9270",164972,64,43,3,"F","Single",111.2749942
"9272",147616,56,39,3,"F","Single",382.263524
"9273",106882,52,32,3,"F","Single",397.850668
"9277",185414,64,46,3,"M","Single",77.55603969
"9279",164151,68,51,3,"M","Married",62.85517407
"9280",151382,44,24,3,"M","Married",791.1675116
"9284",199711,63,44,3,"M","Single",50.93564413
"9286",146307,19,0,3,"M","Single",536.6286554
"9287",125451,25,8,3,"M","Married",183.728461
"9291",170632,20,1,3,"F","Single",588.5465292
"9293",117435,55,37,3,"M","Single",471.4751538
"9294",128316,44,27,3,"F","Married",524.6173436
"9298",109484,66,49,3,"F","Single",198.9229634
"9300",193282,65,48,3,"F","Single",304.9781505
"9301",119952,41,20,3,"F","Married",153.4046273
"9305",154235,58,38,3,"F","Married",289.2175028
"9307",159023,18,0,3,"F","Single",247.3642922
"9308",167380,21,3,3,"F","Married",286.6560119
"9312",143664,41,21,3,"F","Married",296.9633824
"9314",166848,16,0,3,"F","Single",634.8251684
"9315",160041,17,0,3,"F","Married",145.3607974
"9319",133533,44,24,3,"M","Married",374.2402912
"9321",131388,36,19,3,"F","Married",598.7167497
"9322",170667,18,0,3,"F","Single",194.3768974
"9326",131909,38,21,3,"M","Married",359.1558898
"9328",139648,18,1,3,"F","Married",408.4532423
"9329",193325,30,10,3,"F","Married",339.0187299
"9333",121153,24,7,3,"M","Married",466.2623592
"9335",122587,63,43,3,"F","Single",224.3856465
"9336",103876,61,42,3,"M","Married",178.6744353
"9340",147525,22,4,3,"M","Single",1363.388951
"9342",164457,70,49,3,"M","Married",248.283635
"9343",139734,22,5,3,"M","Married",188.8720271
"9347",155197,22,3,3,"M","Single",841.8967517
"9349",137141,24,5,3,"M","Single",868.7337283
"9350",173047,60,39,3,"F","Married",320.3579811
"9354",176392,67,50,3,"F","Married",84.05013733
"9356",142908,68,49,3,"M","Married",88.22713977
"9357",176413,50,30,3,"M","Married",386.4064153
"9361",114355,16,0,3,"M","Single",589.7118387
"9363",161449,19,1,3,"F","Married",357.9498603
"9364",136991,17,0,3,"M","Married",145.3968279
"9368",189812,64,43,3,"F","Married",166.9618452
"9370",104443,22,3,3,"F","Single",307.5161346
"9371",198247,27,7,3,"M","Single",1080.326184
"9375",100687,49,31,3,"M","Single",447.9592236
"9377",153986,22,4,3,"F","Single",486.0362198
"9378",110355,67,50,3,"M","Married",207.5480439
"9382",130299,42,25,3,"F","Single",478.3853629
"9384",187965,49,30,3,"F","Single",165.2570255
"9385",189837,19,1,3,"M","Single",936.2423902
"9389",148325,26,8,3,"F","Married",324.1735647
"9391",138784,68,50,3,"F","Married",274.6770646
"9392",103557,26,9,3,"M","Married",371.6037639
"9396",199893,18,0,3,"M","Single",791.9230115
"9398",134970,69,52,3,"F","Single",297.5445188
"9399",148984,69,49,3,"F","Married",211.0603833
"9403",130894,61,41,3,"F","Single",614.1358644
"9405",194617,50,32,3,"F","Married",308.0470493
"9406",105045,58,41,3,"M","Single",508.9858737
"9410",179104,64,46,3,"M","Single",412.164081
"9412",179465,16,0,3,"M","Single",711.6021736
"9413",195242,28,9,3,"F","Single",598.04402
"9417",107998,68,47,3,"F","Single",381.4821507
"9419",199116,20,1,3,"M","Married",597.2813134
"9420",128542,17,0,3,"M","Married",382.4534923
"9424",164170,67,47,3,"M","Married",56.16608104
"9426",198957,16,0,3,"F","Married",333.0099508
"9427",116019,23,5,3,"F","Married",225.9165184
"9431",105689,53,35,3,"F","Single",223.9912977
"9433",106073,63,46,3,"M","Married",212.6638004
"9434",163325,61,44,3,"M","Single",255.4191954
"9438",128144,56,36,3,"M","Married",397.9560458
"9440",126078,45,24,3,"F","Married",323.0151216
"9441",100015,35,15,3,"F","Married",573.3058219
"9445",119111,19,2,3,"M","Single",970.2005878
"9447",161787,46,28,3,"M","Single",708.5389958
"9448",126915,40,21,3,"M","Married",139.6440318
"9452",145342,21,2,3,"F","Single",504.9550731
"9454",126522,23,6,3,"M","Married",211.1797329
"9455",161657,23,6,3,"M","Married",1267.597166
"9459",169667,37,18,3,"M","Married",361.4324692
"9461",134080,61,44,3,"F","Single",53.97127125
"9462",174730,43,26,3,"F","Married",446.2320038
"9466",198429,55,34,3,"F","Single",430.2150373
"9468",148468,69,49,3,"F","Single",68.99066105
"9469",128557,70,51,3,"M","Married",223.5059129
"9473",115201,39,21,3,"M","Single",412.50814
"9475",103799,58,39,3,"M","Married",255.0014446
"9476",179749,23,6,3,"F","Single",226.5918853
"9480",142102,31,14,3,"M","Married",611.2974017
"9482",196869,36,15,3,"M","Single",522.8906031
"9483",181109,26,7,3,"M","Married",297.3700277
"9487",142854,70,49,3,"F","Married",252.5770707
"9489",104729,59,39,3,"M","Single",419.4106329
"9490",136102,38,18,3,"M","Married",165.5710814
"9494",158546,36,18,3,"F","Single",531.4476528
"9496",107066,49,30,3,"F","Single",167.5979735
"9497",103725,69,50,3,"M","Married",286.6598643
"9501",177789,22,5,3,"M","Single",398.161129
"9503",187152,49,29,3,"M","Single",303.5159812
"9504",191981,20,2,3,"F","Single",240.1517478
"9508",174364,57,37,3,"M","Married",331.9404469
"9510",135312,70,49,3,"M","Single",183.0651561
"9511",155399,66,47,3,"F","Single",127.4626527
"9515",104566,18,0,3,"F","Single",409.9402636
"9517",143885,49,31,3,"F","Single",184.8374195
"9518",157468,22,3,3,"F","Married",404.1804576
"9522",132745,62,41,3,"F","Married",45.67505452
"9524",184605,34,14,3,"F","Single",439.4799764
"9525",137745,21,2,3,"M","Married",262.2304821
"9529",183136,25,8,3,"F","Single",562.5552069
"9531",145922,31,13,3,"F","Married",354.7310573
"9532",101395,63,43,3,"M","Single",79.57325501
"9536",130756,62,42,3,"M","Single",667.35053
"9538",125388,23,4,3,"M","Single",768.4643137
"9539",142964,55,38,3,"F","Married",322.9303903
"9543",114199,70,50,3,"M","Single",120.8152534
"9545",133527,69,51,3,"F","Single",226.3846678
"9546",188175,16,0,3,"F","Single",269.5369389
"9550",182640,25,7,3,"M","Married",763.3224726
"9552",101731,25,6,3,"M","Single",837.5364949
"9553",161320,32,15,3,"F","Married",282.6876905
"9557",102655,21,4,3,"M","Single",878.0601151
"9559",114467,48,31,3,"M","Married",371.7466035
"9560",143993,37,19,3,"M","Single",583.618097
"9564",186429,34,16,3,"F","Single",412.6961419
"9566",112586,17,0,3,"F","Single",881.8866539
"9567",164655,38,21,3,"M","Married",360.4100235
"9571",144818,23,5,3,"M","Married",235.7885358
